Subkey;Values
\Classes\AppID\{51a1467f-96a2-4b1c-9632-4b4d950fe216};"AccessPermission: 010004805800000068000000000000001400000002004400030000000000140003000000010100000000000504000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{521FDB42-7130-4806-822A-FC5163FAD983};"LocalService: GoogleUpdaterService127.0.6490.0; ServiceParameters: --com-service"
\Classes\AppID\{52A0704B-CD41-4B75-A49F-A47322B23773};"(default): Microsoft TEC Server; DLLSurrogate: 0"
\Classes\AppID\{52B65EB7-907C-4D83-A535-283BE9104DE4};"(default): Telephony Service UI Toast; AccessPermission: 010004805c0000006c00000000000000140000000200480003000000000014000300000001010000000000050a00000000001400030000000101000000000005120000000000180003000000010200000000000520000000210200000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0; LaunchPermission: 010004806000000070000000000000001400000002004c0003000000000014000b000000010100000000000512000000000018000b00000001020000000000052000000020020000000018000b000000010200000000000520000000210200000102000000000005200000002002000001020000000000052000000020020000; RunAs: Interactive User"
\Classes\AppID\{53362C32-A296-4F2D-A2F8-FD984D08340B};"(default): RemoteProxyFactory32 Class; AppIDFlags: 2048; DllSurrogate: 0"
\Classes\AppID\{53362C64-A296-4F2D-A2F8-FD984D08340B};"(default): RemoteProxyFactory32 Class; AppIDFlags: 2048; DllSurrogate: 0"
\Classes\AppID\{534A1E02-D58F-44f0-B58B-36CBED287C7C};"(default): 32-bit Preview Handler Surrogate Host; DllSurrogate: C:\Windows\SysWOW64\prevhost.exe"
\Classes\AppID\{534F5323-3569-4F42-919D-1E1CF93E5BF6};"LocalService: GoogleUpdaterService127.0.6490.0; ServiceParameters: --com-service"
\Classes\AppID\{5364ED0E-493F-4B16-9DBF-AE486CF22660};(default): Virtual Disk Service Loader
\Classes\AppID\{536AACFB-5238-4314-B4D4-5B0A2E8B968E};"(default): LockScreenContentServer Out of Proc Helper for LockScreenContent Clients; RunAs: Interactive User"
\Classes\AppID\{549e57e9-b362-49d1-b679-b64d510efe4b};"(default): ShareFlow; LaunchPermission: 010014806400000074000000140000001c00000002000800000000000200480003000000000014000b000000010100000000000504000000000014000b000000010100000000000512000000000018000b000000010200000000000f020000000100000001020000000000052000000020020000010200000000000520000000; RunAs: Interactive User"
\Classes\AppID\{56648955-BC50-4BC6-AEC9-49436A0BDE6E};LocalService: SmartByte Analytics Service
\Classes\AppID\{56BE716B-2F76-4dfa-8702-67AE10044F0B};"(default): Volume Shadow Copy Service; LaunchPermission: 01000480600000006c000000000000001400000002004c00030000000000180001000000010200000000000520000000270200000000140001000000010100000000000512000000000018000100000001020000000000052000000020020000010100000000000512000000010100000000000512000000; LocalService: VSS"
\Classes\AppID\{57360832-5F9B-4190-8467-000D2D510212};"(default): Elevated System Settings COM Host; AccessPermission: 010004806000000070000000000000001400000002004c00030000000000140003000000010100000000000512000000000014000700000001010000000000050a0000000000140003000000010100000000000504000000cdcdcdcdcdcdcdcd0102000000000005200000002002000001020000000000052000000020020000; RunAs: Interactive User"
\Classes\AppID\{577289b6-6e75-11df-86f8-18a905160fe0};DllSurrogate: 0
\Classes\AppID\{588E10FA-0618-48A1-BE2F-0AD93E899FCC};"(default): PrintNotify; LocalService: PrintNotify; AccessPermission: 010004805c0000006c00000000000000140000000200480003000000000014000300000001010000000000050a00000000001400030000000101000000000005120000000000180003000000010200000000000520000000200200000102000000000005200000002002000001020000000000052000000020020000; LaunchPermission: 010004805c0000006c00000000000000140000000200480003000000000014000b000000010100000000000512000000000018000b00000001020000000000052000000020020000000014000b0000000101000000000005040000000102000000000005200000002002000001020000000000052000000020020000"
\Classes\AppID\{59347292-B72D-41F2-98C5-E9ACA1B247A2};"(default): FaxCommon Class; AccessPermission: 01000480440000005400000000000000140000000200300002000000000014000300000001010000000000050400000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0; LaunchPermission: 010014804c0000005c000000140000003000000002001c0001000000110014000400000001010000000000100010000002001c0001000000000014000b0000000101000000000001000000000102000000000005200000002002000001020000000000052000000020020000"
\Classes\AppID\{59c7f6ec-7d18-412f-a68e-877982768e61};"(default): Authentication UI Terminal Services Bump Dialog; AccessPermission: 01000480580000006800000000000000140000000200440003000000000014000300000001010000000000050a000000000014000300000001010000000000051200000000001400030000000101000000000005140000000102000000000005200000002002000001020000000000052000000020020000; LaunchPermission: 010004807000000080000000000000001400000002005c0004000000000014001f000000010100000000000512000000000014000b000000010100000000000514000000000018001f00000001020000000000052000000020020000000014001f00000001010000000000050400000001020000000000052000000020020000; RunAs: Interactive User"
\Classes\AppID\{5A00D82F-F2E9-49A7-B418-C7412DD240E6};"AccessPermission: 01001480c4000000d4000000140000003000000002001c000100000011001400040000000101000000000010001000000200940005000000000018007b000000010200000000000f0200000001000000000038000b000000010a00000000000f0300000000040000abace86417c3b0f1abc5110bd73b6dc89d8a33d218672145; LaunchPermission: 01001480c4000000d4000000140000003000000002001c000100000011001400040000000101000000000010001000000200940005000000000018007b000000010200000000000f0200000001000000000038000b000000010a00000000000f0300000000040000abace86417c3b0f1abc5110bd73b6dc89d8a33d218672145; LocalService: NPSMSvc"
\Classes\AppID\{5A4ED3BD-2F40-44B4-93DA-2B5ECC197B26};"(default): Docking.VirtualInput Create Object Server; AccessPermission: 010014800c01000018010000140000003000000002001c000100000011001400040000000101000000000010001000000200dc0006000000000014000300000001010000000000051200000000001400030000000101000000000005130000000000140003000000010100000000000504000000000030000300000001080000; AppIDFlags: 24; DllSurrogate: 0; LaunchPermission: 010014800c01000018010000140000003000000002001c000100000011001400040000000101000000000010001000000200dc0006000000000014000b000000010100000000000512000000000014000b000000010100000000000513000000000014000b000000010100000000000504000000000030000b00000001080000; RunAs: Interactive User"
\Classes\AppID\{5BC7A3A1-E905-414B-9790-E511346F5CA6};"(default): WalletService; AccessPermission: 01001480000100000c010000140000001c00000002000800000000000200e400070000000000380003000000010a00000000000f0300000000040000b9361bd8f676dd9fd0250833a5fdf7aa7610e0b2d442273c2af0e7f8c860c9280000240003000000010500000000000515000000d1a71aa1539e652f4b7f771a06040000; LaunchPermission: 01001480000100000c010000140000001c00000002000800000000000200e400070000000000380003000000010a00000000000f0300000000040000b9361bd8f676dd9fd0250833a5fdf7aa7610e0b2d442273c2af0e7f8c860c9280000240003000000010500000000000515000000d1a71aa1539e652f4b7f771a06040000; LocalService: WalletService"
\Classes\AppID\{5C03E1B1-EB13-4DF1-8943-2FE8E7D5F309};"(default): Microsoft Maps Background Transfer Service; AccessPermission: 010004807000000080000000000000001400000002005c000300000000001400030000000101000000000005120000000000180003000000010200000000000520000000200200000000280003000000010600000000000550000000d76288b42bf4e7bd80c7ed383380a7dce8b0964401020000000000052000000020020000; LaunchPermission: 010004807000000080000000000000001400000002005c0003000000000014000b000000010100000000000512000000000018000b00000001020000000000052000000020020000000028000b000000010600000000000550000000d76288b42bf4e7bd80c7ed383380a7dce8b0964401020000000000052000000020020000; LocalService: MapsBroker"
\Classes\AppID\{5E1395B2-B685-44e3-8AED-E2304D85ACD1};"(default): WiaWow64; AccessPermission: 010004805c0000006c00000000000000140000000200480003000000000018000100000001020000000000052000000020020000000014000100000001010000000000051200000000001400010000000101000000000005040000000102000000000005200000002002000001020000000000052000000020020000"
\Classes\AppID\{5E176815-9A63-4A69-810F-62E90D36612A};"LaunchPermission: 010014807800000084000000140000003000000002001c000100000011001400040000000101000000000010001000000200480003000000000014006b000000010100000000000504000000000018006b000000010200000000000f0200000001000000000014000b0000000101000000000001000000000101000000000005; LocalService: cdpsvc"
\Classes\AppID\{5EAD00DC-0E8B-497C-BDE8-B9153058CBEF};"(default): Splash screen; RunAs: Interactive User"
\Classes\AppID\{5f7f3f7b-1177-4d4b-b1db-bc6f671b8f25};"(default): User OOBE Create User Object Server; LoadUserSettings: 1"
\Classes\AppID\{60173D16-A550-47f0-A14B-C6F9E4DA0831};"AccessPermission: 010004805800000068000000000000001400000002004400030000000000140003000000010100000000000504000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{60a90a2f-858d-42af-8929-82be9d99e8a1};"(default): UIAutomationCrossBitnessHook32 Class; AppIDFlags: 2048; DllSurrogate: 0"
\Classes\AppID\{6236FF8C-E747-4173-86D3-99F511B61DF3};(default): PDFPrevHndlr
\Classes\AppID\{623D5F5E-2F09-427d-8BD7-64495CD9835D};"(default): wlidcli; DllSurrogate: 0"
\Classes\AppID\{628ACE20-B77A-456F-A88D-547DB6CEEDD5};LoadUserSettings: 1
\Classes\AppID\{6295DF2D-35EE-11D1-8707-00C04FD93327};"(default): Sync Center (Private); RunAs: Interactive User"
\Classes\AppID\{63766597-1825-407D-8752-098F33846F46};DllSurrogate: 0
\Classes\AppID\{63A53A38-004F-489B-BD61-96B5EEFADC04};LocalService: WMIApSrv
\Classes\AppID\{63CE6D27-426A-41F9-8E51-549C1132DAE2};"(default): PenIMC2; DllSurrogate: 0; RunAs: Interactive User"
\Classes\AppID\{642ef9d6-48a5-476b-919a-a507cfd02c0f};"AccessPermission: 010004805800000068000000000000001400000002004400030000000000140003000000010100000000000504000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{64bb4bed-73f6-4d74-a048-035b4f63ec98};AccessPermission: 01000480ac000000bc00000000000000140000000200980005000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000000180007000000010200000000000520000000200200000000180003000000010200000000000f02000000010000000000380003000000010a0000
\Classes\AppID\{64D4882D-CB4E-4ea2-95B5-CD77F8ED8AB2};"(default): CoreShellHost; AccessPermission: 01001480c4000000d4000000140000003000000002001c000100000011001400040000000101000000000010002000000200940005000000000014000b000000010100000000000504000000000014000b000000010100000000000512000000000014000b000000010100000000000513000000000018000b00000001020000; LaunchPermission: 01001480c4000000d4000000140000003000000002001c000100000011001400040000000101000000000010002000000200940005000000000014000b000000010100000000000504000000000014000b000000010100000000000512000000000014000b000000010100000000000513000000000018000b00000001020000; RunAs: Interactive User"
\Classes\AppID\{653C5148-4DCE-4905-9CFD-1B23662D3D9E};"(default): Windows Update Agent; AccessPermission: 010004805c0000006c00000000000000140000000200480003000000000014000300000001010000000000050a00000000001400030000000101000000000005120000000000180003000000010200000000000520000000210200000102000000000005200000002002000001020000000000052000000020020000; LaunchPermission: 010004806000000070000000000000001400000002004c0003000000000014000b000000010100000000000512000000000018000b00000001020000000000052000000020020000000018000b000000010200000000000520000000210200000102000000000005200000002002000001020000000000052000000020020000; LocalService: wuauserv"
\Classes\AppID\{6571503D-D0FB-4D98-BBC3-1FBB2B3F344E};"(default): FwCplLUA; AccessPermission: 010004806000000070000000000000001400000002004c00030000000000140003000000010100000000000512000000000014000700000001010000000000050a0000000000140003000000010100000000000504000000cdcdcdcdcdcdcdcd0102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{66eea0f5-001a-4073-a496-783f86fcf4c0};DllSurrogate: 0
\Classes\AppID\{67448a91-fee7-410c-a286-966ff69c1469};"(default): UIAutomationCrossBitnessHookX64 Class; AppIDFlags: 2048; DllSurrogate: 0; PreferredServerBitness: 3"
\Classes\AppID\{69AD4AEE-51BE-439b-A92C-86AE490E8B30};"(default): Background Intelligent Transfer Service; LaunchPermission: 01001480d8000000f4000000140000001c00000002000800000000000200bc00080000000000180001000000010200000000000520000000200200000000140001000000010100000000000504000000000018000100000001020000000000052000000044020000000014000100000001010000000000050600000000001400; LocalService: BITS"
\Classes\AppID\{69B7fe84-6361-4423-b948-1d64820b1e96};"DllSurrogate: 0; RunAs: Interactive User"
\Classes\AppID\{69F9CB25-25E2-4BE1-AB8F-07AA7CB535E8};"(default): Sync Center Isolation Collection (Private); RunAs: Interactive User"
